nohup: ignoring input
 * Serving Flask app "backendServer" (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.122.8:8800/ (Press CTRL+C to quit)
127.0.0.1 - - [11/Aug/2025 08:02:32] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:32] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:33] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:34] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:35] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:35] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:36] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:37] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:38] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:38] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:39] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:40] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:41] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:41] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:42] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:43] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:44] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:44] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:45] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:46] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:47] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:47] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:48] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:49] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:50] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:50] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:51] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:52] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:53] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:53] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:54] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:55] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:56] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:56] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:57] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:58] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:59] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:02:59] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:00] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:01] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:02] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:02] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:03] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:04] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:05] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:05] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:06] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:07] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:08] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:08] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:09] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:10] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:11] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:11] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:12] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:13] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:14] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:14] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:15] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:16] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:17] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:17] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:18] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:19] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:20] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:20] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:21] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:22] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:23] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:23] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:24] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:25] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:26] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:26] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:27] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:28] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:29] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:29] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:30] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:31] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:32] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:32] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:33] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:34] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:35] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:35] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:36] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:37] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:38] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:38] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:39] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:40] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:41] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:41] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:42] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:43] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:44] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:44] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:45] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:46] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:47] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:47] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:48] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:49] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:50] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:50] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:51] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:52] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:53] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:53] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:54] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:55] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:56] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:56] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:57] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:58] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:59] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:03:59] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:00] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:01] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:02] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:02] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:03] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:04] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:05] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:05] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:06] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:07] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:08] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:08] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:09] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:10] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:11] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:11] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:12] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:13] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:14] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:14] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:15] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:16] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:17] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:17] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:18] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:19] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:20] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:20] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:21] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:22] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:23] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:23] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:24] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:25] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:26] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:26] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:27] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:28] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:29] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:29] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:30] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:31] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:32] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:32] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:33] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:34] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:35] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:35] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:36] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:37] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:38] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:38] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:39] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:40] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:41] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:41] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:42] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:43] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:44] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:44] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:45] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:46] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:47] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:47] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:48] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:49] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:50] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:50] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:51] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:52] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:53] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:53] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:54] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:55] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:56] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:56] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:57] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:58] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:59] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:04:59] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:00] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:01] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:02] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:02] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:03] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:04] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:05] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:05] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:06] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:07] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:08] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:08] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:09] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:10] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:11] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:11] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:12] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:13] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:14] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:14] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:15] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:16] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:17] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:17] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:18] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:19] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:20] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:20] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:21] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:22] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:23] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:23] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:24] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:25] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:26] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:26] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:27] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:28] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:29] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:29] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:30] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:31] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:32] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:32] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:33] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:34] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:35] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:35] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:36] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:37] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:38] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:38] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:39] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:40] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:41] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:41] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:42] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:43] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:44] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:44] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:45] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:46] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:47] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:47] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:48] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:49] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:50] "GET /get_batch_training_output HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:50] "GET /api/gpu_status HTTP/1.1" 200 -
127.0.0.1 - - [11/Aug/2025 08:05:51] "GET /get_batch_training_output HTTP/1.1" 200 -
